326431239	ACC	0.58298814	0.7314286	10.454282
326431248	ACC	0.62249243	0.60812724	10.348937
326431258	ACC	0.48482585	0.37708676	9.835381
326431268	ACC	0.4297592	0.2813187	9.755175
326431278	ACC	0.5734113	0.32800564	9.5971575
326431288	ACC	0.6907272	0.45609543	9.527725
326431298	ACC	0.6392518	0.5386954	9.591172
326431308	ACC	0.59855044	0.6847417	9.794679
326431318	ACC	0.6512229	0.8523358	9.956287
326431328	ACC	0.7194576	0.92895025	9.986216
326431338	ACC	0.7697359	1.0223241	9.939528
326431348	ACC	0.79607207	1.0354922	9.788693
326431358	ACC	0.7278373	1.0809821	9.607931
326431368	ACC	0.6979098	1.1288661	9.562442
326431378	ACC	0.7266402	1.2389994	9.534908
326431388	ACC	0.7493851	1.3503298	9.536105
326431398	ACC	0.7793127	1.4437037	9.621099
326431408	ACC	0.7433996	1.472434	9.580399
326431418	ACC	0.724246	1.4389153	9.55885
326431428	ACC	0.700304	1.3455414	9.485827
326431438	ACC	0.6787562	1.2497733	9.419987
326431448	ACC	0.6488287	1.1456255	9.508572
326431458	ACC	0.6907272	1.0271125	9.609129
326431468	ACC	0.61890113	0.88944596	9.659407
326431478	ACC	0.60453594	0.81761986	9.765948
326431488	ACC	0.5650316	0.78290397	9.894038
326431498	ACC	0.58657944	0.7613561	10.005369
326431508	ACC	0.6775591	0.7589619	9.949105
326431518	ACC	0.7266402	0.7422025	9.80665
326431528	ACC	0.6943185	0.7553706	9.657013
326431538	ACC	0.6667852	0.81761986	9.594764
326431548	ACC	0.7158663	0.8655039	9.557653
326431558	ACC	0.7637503	0.8415619	9.594764
326431568	ACC	0.712275	0.8343793	9.751583
326431578	ACC	0.6560113	0.748188	9.860519
326431588	ACC	0.6440403	0.6607997	9.939528
326431598	ACC	0.61411273	0.60932434	10.067618
326431608	ACC	0.6392518	0.59974754	10.113108
326431618	ACC	0.6356605	0.62847793	10.018537
326431628	ACC	0.6428431	0.676362	9.883265
326431638	ACC	0.6799533	0.7338228	9.704897
326431648	ACC	0.6787562	0.80684596	9.545682
326431658	ACC	0.688333	0.93732995	9.504981
326431668	ACC	0.6967127	0.9816227	9.526528
326431678	ACC	0.6907272	0.9780314	9.56723
326431688	ACC	0.6715736	0.9864111	9.647436
326431698	ACC	0.60214174	1.0031705	9.679757
326431708	ACC	0.6404489	1.0079589	9.744401
326431718	ACC	0.6548142	1.0390835	9.703699
326431728	ACC	0.6500258	1.0498575	9.647436
326431738	ACC	0.6392518	1.0606314	9.588778
326431748	ACC	0.61770403	1.0295067	9.469068
326431758	ACC	0.63206923	0.9911995	9.507375
326431768	ACC	0.63087213	0.961272	9.56723
326431778	ACC	0.6584055	0.92176765	9.682152
