1.796847,IMU,-1.893925,-5.022913
1.812846,IMU,-1.833614,-3.058867
1.829285,IMU,-1.049611,1.483978
1.845851,IMU,1.085832,-8.289705
1.862708,IMU,-0.5469515,27.19306
1.878985,IMU,0.8799953,2.338287
1.895653,IMU,0.7266743,-14.15359
1.912624,IMU,2.0803,18.46869
1.928695,IMU,1.295475,5.840069
1.945481,IMU,-1.702532,12.5694
1.961813,IMU,0.5192716,-21.48273
1.978375,IMU,0.2471995,18.96444
1.99538,IMU,-2.463676,7.446758
2.011524,IMU,-1.050204,10.09512
2.028312,IMU,2.088522,-28.56594
2.045262,IMU,0.5624559,-15.25533
2.061242,IMU,0.4341974,-12.87954
2.078285,IMU,0.347712,-2.41033
2.094349,IMU,-0.6411941,2.790054
2.111214,IMU,-1.252622,4.954748
2.127474,IMU,0.5763695,-0.4190025
2.144169,IMU,0.6161692,-4.278605
2.160621,IMU,1.021773,14.19601
2.177199,IMU,0.7868929,-15.68797
2.193955,IMU,-1.705586,2.629333
2.210318,IMU,0.2105286,-2.306915
2.226892,IMU,0.1554921,-15.30947
2.243656,IMU,-0.1850922,-2.522205
2.26001,IMU,0.2219224,-3.577194
2.276774,IMU,0.3699021,18.88881
2.293159,IMU,-0.8521254,9.918207
2.309711,IMU,0.849556,1.535583
2.326574,IMU,-1.720164,21.30752
2.342862,IMU,-2.061434,-10.04923
2.359506,IMU,-1.746475,-0.2316837
2.375975,IMU,-2.460974,8.790508
2.392551,IMU,-1.608784,25.95058
2.409225,IMU,-1.341577,-3.840744
2.425761,IMU,0.2530537,10.74392
2.442264,IMU,0.3717873,19.5704
2.458811,IMU,-0.1800208,13.92729
2.475708,IMU,-0.4424987,0.5381126
2.492727,IMU,0.4223464,1.722485
2.508508,IMU,0.748878,15.46185
2.525091,IMU,0.2310424,4.294199
2.542509,IMU,0.1549728,31.6262
2.558481,IMU,-1.086731,17.49534
2.574787,IMU,0.8378994,-4.0301
2.591349,IMU,-0.4198556,-7.475641
2.608268,IMU,-0.0235908,10.18731
2.625188,IMU,1.011007,-10.63769
2.641283,IMU,-0.5795918,11.26179
2.658107,IMU,-0.953706,2.531603
2.674186,IMU,1.245731,11.30992
2.691147,IMU,-2.06991,-10.79887
2.707308,IMU,-1.874677,-2.436098
2.723926,IMU,-0.09496328,-13.05168
2.740888,IMU,1.670268,17.03699
2.757009,IMU,0.002263963,23.84098
2.773792,IMU,2.44599,6.20381
2.790143,IMU,3.261274,0.4048405
2.806707,IMU,1.066482,6.730024
2.823275,IMU,2.908745,-2.108498
2.83984,IMU,2.959981,-6.072245
2.856604,IMU,3.368381,22.63092
2.873565,IMU,4.372148,19.24752
2.889541,IMU,3.765545,-13.67155
2.906497,IMU,4.76848,13.5745
2.923397,IMU,3.479821,-10.46842
2.939375,IMU,4.468328,-24.39946
2.956297,IMU,5.072703,8.247969
2.973259,IMU,3.378412,25.3728
2.98894,IMU,4.065022,-24.01138
3.005507,IMU,4.879087,6.328077
3.022122,IMU,2.917903,4.682072
3.039079,IMU,5.220793,13.81711
3.055207,IMU,4.35872,1.430323
3.072215,IMU,4.266366,2.017467
3.089253,IMU,4.28218,25.36433
3.104907,IMU,5.070273,-6.056858
3.122185,IMU,6.703894,8.022776
3.138046,IMU,4.559707,12.94006
3.154838,IMU,5.603627,-4.183216
3.171173,IMU,5.772611,3.882418
3.18774,IMU,6.9246,-20.94276
3.205304,IMU,1.936969,-8.307219
3.221056,IMU,6.926453,-9.401203
3.237439,IMU,3.019065,2.577505
3.254534,IMU,2.86306,24.17304
3.270573,IMU,5.844708,-3.866892
3.287794,IMU,6.36491,0.7657318
3.303706,IMU,5.567737,23.998
3.321096,IMU,6.27904,17.37895
3.337008,IMU,5.139544,10.67637
3.353406,IMU,3.5847,24.9671
3.369973,IMU,5.162586,-6.151875
3.387246,IMU,5.332747,-7.472845
3.403132,IMU,6.067238,-21.26323
3.42015,IMU,4.303068,14.19491
3.436518,IMU,5.06398,-13.21052
3.453436,IMU,6.205194,-14.98283
3.469414,IMU,3.237406,0.1359444
3.486427,IMU,5.671935,-5.747105
3.502628,IMU,6.613605,-17.51304
3.519648,IMU,5.683577,-1.722437
3.53656,IMU,5.954842,9.115095
3.552207,IMU,5.61721,-23.9733
3.568774,IMU,4.20445,26.66548
3.5855,IMU,5.075071,-6.923529
3.602108,IMU,3.927913,-2.739906
3.618474,IMU,4.889302,-8.007917
3.63504,IMU,6.506555,-10.21819
3.651878,IMU,3.857792,14.1779
3.668173,IMU,3.352113,1.513058
3.684753,IMU,5.429532,11.65137
3.701412,IMU,5.561365,-21.01014
3.718324,IMU,4.711087,-8.271963
3.734621,IMU,3.513138,16.98417
3.751006,IMU,5.017194,6.756233
3.767594,IMU,3.725992,13.45177
3.784595,IMU,5.975316,19.19946
3.800771,IMU,3.51084,16.31262
3.817722,IMU,4.573581,-9.369247
3.834686,IMU,6.918511,-10.04186
3.850667,IMU,4.959001,-0.3602467
3.866973,IMU,6.503863,14.50815
3.883618,IMU,6.025832,-11.71729
3.900559,IMU,5.623732,14.91557
3.916673,IMU,4.551773,20.2261
3.933457,IMU,2.445958,-19.03266
3.949806,IMU,4.06978,-14.32654
3.966741,IMU,3.714253,12.8953
3.98363,IMU,5.25835,-1.83433
3.999987,IMU,4.665851,28.03021
4.016272,IMU,5.443428,-30.83125
4.03264,IMU,4.586205,-5.974878
4.049397,IMU,6.340287,-11.3162
4.065773,IMU,3.73267,6.841871
4.08234,IMU,4.058691,-13.49706
4.098907,IMU,4.737239,-7.004456
4.115473,IMU,4.44441,-11.86936
4.132163,IMU,3.844647,10.03286
4.149149,IMU,5.312092,20.73083
4.165173,IMU,3.94917,-0.982851
4.182425,IMU,4.703074,-15.09357
4.198337,IMU,6.639351,18.27041
4.21534,IMU,3.769245,-1.078716
4.23144,IMU,6.258873,-10.19018
4.248008,IMU,7.447277,-5.501925
4.264573,IMU,5.736596,14.35631
4.281164,IMU,5.014876,0.9910278
4.297706,IMU,5.602158,11.15705
4.314431,IMU,5.477872,-1.741005
4.331687,IMU,7.648792,4.847109
4.347406,IMU,4.050959,-22.02681
4.364028,IMU,5.1696,-3.012255
4.380982,IMU,3.850599,12.92435
4.397107,IMU,6.107441,6.259062
4.413861,IMU,5.440724,3.366304
4.430842,IMU,4.823325,-1.836817
4.44683,IMU,5.798199,-16.47237
4.464065,IMU,4.266982,22.18806
4.480011,IMU,5.489336,-8.064028
4.497189,IMU,3.066487,-3.152599
4.513158,IMU,4.271335,0.8884354
4.530201,IMU,3.753858,-7.100111
4.546801,IMU,5.826256,-22.5651
4.562773,IMU,5.100906,-15.57833
4.579409,IMU,4.876174,-3.981241
4.595907,IMU,5.101437,-9.308098
4.612652,IMU,5.865419,-28.2809
4.629578,IMU,3.781246,-11.11576
4.645606,IMU,2.137882,-0.600914
4.662508,IMU,2.232042,3.608519
4.679132,IMU,5.184857,15.91387
4.695445,IMU,6.346596,15.02808
4.71234,IMU,5.4018,-14.64482
4.728441,IMU,2.536044,12.50587
4.745662,IMU,4.898681,-15.50478
4.761948,IMU,6.647469,-22.20267
4.778139,IMU,5.845217,-20.60418
4.795238,IMU,5.012675,-10.80168
4.811554,IMU,6.405381,-28.48101
4.827839,IMU,7.62446,-12.03857
4.844863,IMU,5.987355,-24.36823
4.860975,IMU,6.424278,-22.10921
4.877853,IMU,6.688644,-37.02533
4.894195,IMU,4.600952,-27.25077
4.911132,IMU,3.928331,-13.03394
4.927463,IMU,5.8273,-25.38665
4.944438,IMU,7.016623,-29.89744
4.960373,IMU,4.41465,-33.46596
4.976942,IMU,3.930402,-56.64505
4.993506,IMU,6.019436,-59.39201
5.010242,IMU,6.843448,-53.60716
5.026639,IMU,3.360873,-68.13861
5.044199,IMU,4.023094,-38.36068
5.060579,IMU,2.853402,-64.45995
5.07634,IMU,5.348188,-76.90995
5.093141,IMU,3.900012,-47.21458
5.109474,IMU,5.485258,-57.35435
5.126405,IMU,7.038898,-72.47687
5.14275,IMU,4.770494,-66.92167
5.159173,IMU,3.53651,-58.35182
5.175756,IMU,3.702655,-80.00508
5.193276,IMU,6.571814,-54.45118
5.20923,IMU,6.074609,-66.19179
5.226182,IMU,5.497755,-89.03056
5.242176,IMU,5.393266,-85.82287
5.25881,IMU,5.46009,-58.54924
5.275139,IMU,5.645062,-101.964
5.291707,IMU,5.477884,-94.81738
5.308754,IMU,7.88058,-90.36615
5.324853,IMU,6.587409,-120.4806
5.341856,IMU,7.307765,-103.0672
5.358531,IMU,3.704284,-105.3439
