ACC,0,0.58298814,0.7314286,10.454282
ACC,9,0.62249243,0.60812724,10.348937
ACC,19,0.48482585,0.37708676,9.835381
ACC,29,0.4297592,0.2813187,9.755175
ACC,39,0.5734113,0.32800564,9.5971575
ACC,49,0.6907272,0.45609543,9.527725
ACC,59,0.6392518,0.5386954,9.591172
ACC,69,0.59855044,0.6847417,9.794679
ACC,79,0.6512229,0.8523358,9.956287
ACC,89,0.7194576,0.92895025,9.986216
ACC,99,0.7697359,1.0223241,9.939528
ACC,109,0.79607207,1.0354922,9.788693
ACC,119,0.7278373,1.0809821,9.607931
ACC,129,0.6979098,1.1288661,9.562442
ACC,139,0.7266402,1.2389994,9.534908
ACC,149,0.7493851,1.3503298,9.536105
ACC,159,0.7793127,1.4437037,9.621099
ACC,169,0.7433996,1.472434,9.580399
ACC,179,0.724246,1.4389153,9.55885
ACC,189,0.700304,1.3455414,9.485827
ACC,199,0.6787562,1.2497733,9.419987
ACC,209,0.6488287,1.1456255,9.508572
ACC,219,0.6907272,1.0271125,9.609129
ACC,229,0.61890113,0.88944596,9.659407
ACC,239,0.60453594,0.81761986,9.765948
ACC,249,0.5650316,0.78290397,9.894038
ACC,259,0.58657944,0.7613561,10.005369
ACC,269,0.6775591,0.7589619,9.949105
ACC,279,0.7266402,0.7422025,9.80665
ACC,289,0.6943185,0.7553706,9.657013
ACC,299,0.6667852,0.81761986,9.594764
ACC,309,0.7158663,0.8655039,9.557653
ACC,319,0.7637503,0.8415619,9.594764
ACC,329,0.712275,0.8343793,9.751583
ACC,339,0.6560113,0.748188,9.860519
ACC,349,0.6440403,0.6607997,9.939528
ACC,359,0.61411273,0.60932434,10.067618
ACC,369,0.6392518,0.59974754,10.113108
ACC,379,0.6356605,0.62847793,10.018537
ACC,389,0.6428431,0.676362,9.883265
ACC,399,0.6799533,0.7338228,9.704897
ACC,409,0.6787562,0.80684596,9.545682
ACC,419,0.688333,0.93732995,9.504981
ACC,429,0.6967127,0.9816227,9.526528
ACC,439,0.6907272,0.9780314,9.56723
ACC,449,0.6715736,0.9864111,9.647436
ACC,459,0.60214174,1.0031705,9.679757
ACC,469,0.6404489,1.0079589,9.744401
ACC,479,0.6548142,1.0390835,9.703699
ACC,489,0.6500258,1.0498575,9.647436
ACC,499,0.6392518,1.0606314,9.588778
ACC,509,0.61770403,1.0295067,9.469068
ACC,519,0.63206923,0.9911995,9.507375
ACC,529,0.63087213,0.961272,9.56723
ACC,539,0.6584055,0.92176765,9.682152
ACC,549,0.6715736,0.8834604,9.773131
ACC,559,0.7218518,0.8870517,9.873688
ACC,569,0.6907272,0.8655039,9.836577
ACC,579,0.6775591,0.8643068,9.713276
ACC,589,0.6799533,0.8774749,9.653421
ACC,599,0.7038953,0.8702923,9.624691
ACC,609,0.7026982,0.8487445,9.753978
ACC,619,0.6787562,0.8583213,9.749189
ACC,629,0.6380547,0.8583213,9.829395
ACC,639,0.6332663,0.8511387,9.792285
ACC,649,0.62847793,0.8463503,9.79827
ACC,659,0.59017074,0.8367735,9.78989
ACC,669,0.6560113,0.8463503,9.718064
ACC,679,0.6859388,0.8738836,9.712079
ACC,689,0.6607997,0.8810662,9.738416
ACC,699,0.6584055,0.8834604,9.762358
ACC,709,0.62129533,0.89184016,9.67018
ACC,719,0.62129533,0.89184016,9.719262
ACC,729,0.6428431,0.90021986,9.730036
ACC,739,0.676362,0.8870517,9.721656
