0.833905,GPS,0,0
0.8509211,GPS,0,0
0.8674237,GPS,0,0
0.8838741,GPS,0,0
0.9001705,GPS,0,0
0.9170884,GPS,0,0
0.9337726,GPS,0,0
0.9498703,GPS,0,0
0.9664386,GPS,0,0
0.9832697,GPS,0,0
0.9995703,GPS,0,0
1.016183,GPS,0,0
1.033147,GPS,0,0
1.049851,GPS,0,0
1.065837,GPS,0,0
1.082404,GPS,0,0
1.098979,GPS,0,0
1.115881,GPS,0,0
1.132836,GPS,0,0
1.14867,GPS,0,0
1.165749,GPS,0,0
1.182703,GPS,0,0
1.198649,GPS,0,0
1.214938,GPS,0,0
1.231863,GPS,0,0
1.248134,GPS,0,0
1.264637,GPS,0,0
1.281203,GPS,0,0
1.29777,GPS,0,0
1.314449,GPS,0,0
1.331121,GPS,0,0
1.347689,GPS,0,0
1.364701,GPS,0,0
1.380604,GPS,0,0
1.39717,GPS,0,0
1.413846,GPS,0,0
1.430477,GPS,0,0
1.446911,GPS,0,0
1.46358,GPS,0,0
1.480006,GPS,0,0
1.49657,GPS,0,0
1.513575,GPS,0,0
1.529703,GPS,0,0
1.54627,GPS,0,0
1.563101,GPS,0,0
1.579404,GPS,0,0
1.596387,GPS,0,0
1.61339,GPS,0,0
1.629337,GPS,0,0
1.645804,GPS,0,0
1.662639,GPS,0,0
1.678804,GPS,0,0
1.695516,GPS,0,0
1.712223,GPS,0,0
1.728803,GPS,0.005644798,0.003547668
1.745806,GPS,0.02163696,0.01359892
1.761638,GPS,0.04907513,0.03084421
1.778362,GPS,0.04907513,0.03084421
1.795335,GPS,0.08605099,0.0540843
1.811513,GPS,0.1309748,0.08231974
1.827932,GPS,0.1825228,0.1147184
1.84478,GPS,0.2395906,0.1505861
1.861053,GPS,0.3012581,0.1893449
1.878192,GPS,0.3012581,0.1893449
1.894404,GPS,0.3667583,0.2305131
1.910753,GPS,0.4354525,0.2736883
1.928095,GPS,0.5068092,0.3185372
1.94406,GPS,0.5803833,0.3647799
1.960452,GPS,0.6558065,0.4121842
1.977022,GPS,0.6558065,0.4121842
1.993726,GPS,0.73277,0.4605575
2.01027,GPS,0.811018,0.509737
2.027202,GPS,0.8903351,0.5595889
2.043283,GPS,0.9705429,0.6100011
2.059837,GPS,0.9705429,0.6100011
2.076571,GPS,1.051495,0.6608801
2.092971,GPS,1.133065,0.7121487
2.109848,GPS,1.215151,0.763741
2.126105,GPS,1.297668,0.8156037
2.142671,GPS,1.380542,0.8676915
2.159299,GPS,1.380542,0.8676915
2.176639,GPS,1.463715,0.9199672
2.192371,GPS,1.547137,0.9723992
2.208939,GPS,1.630766,1.024961
2.225805,GPS,1.714568,1.077632
2.242129,GPS,1.798514,1.130394
2.258638,GPS,1.798514,1.130394
2.275204,GPS,1.88258,1.18323
2.291857,GPS,1.966745,1.23613
2.308417,GPS,2.050995,1.289082
2.32518,GPS,2.135314,1.342077
2.341479,GPS,2.21969,1.395109
2.358037,GPS,2.21969,1.395109
2.375251,GPS,2.304114,1.448171
2.391179,GPS,2.388579,1.501259
2.407847,GPS,2.473078,1.554367
2.424303,GPS,2.557604,1.607493
2.44159,GPS,2.642154,1.660634
2.457487,GPS,2.642154,1.660634
2.474004,GPS,2.726723,1.713787
2.490571,GPS,2.811307,1.76695
2.507137,GPS,2.895906,1.820121
2.523704,GPS,2.980515,1.8733
2.541048,GPS,3.065135,1.926484
2.55684,GPS,3.065135,1.926484
2.573403,GPS,3.149762,1.979673
2.59102,GPS,3.234395,2.032867
2.606544,GPS,3.319034,2.086063
2.62344,GPS,3.403677,2.139263
2.639671,GPS,3.403677,2.139263
2.656236,GPS,3.488324,2.192465
2.672877,GPS,3.572974,2.245669
2.689811,GPS,3.657627,2.298874
2.705959,GPS,3.742281,2.352081
